"idealista_id";"bedrooms";"bathrooms";"floor";"elevator";"terrace";"balcony";"garaje";"built_in_wardrobe";"air_conditioning";"swimming_pool";"green_zone";"price";"furnished";"equiped_kitchen";"street";"neighborhood";"district";"m2_builded";"m2_habitable"
"100972130";"3";"2";"Planta 6ª exterior";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"1950";"N";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"165";" 150"
"100972188";"2";"2";"Planta 6ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"800";"Y";"Y";"Avenida Benito Perez Galdos, 54";"Barrio Ensanche-Diputación";"Distrito Centro";"90";" 82"
"100975683";"2";"2";"Planta 1ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"N";"N";"1000";"Y";"Y";"Glorieta del Reino Unido, 6";"Barrio El Palmeral-Urbanova-Tabarca";"Distrito Benalúa-La Florida-Babel-San Gabriel";"78";NULL
"100975757";"4";"2";"Planta 1ª exterior";"Y";"N";"Y";"N";"Y";"N";"N";"N";"985";"N";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"120";" 90"
"100976556";"1";"1";"Planta 5ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1100";"Y";"Y";"Avenida de la Costa Blanca";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"65";NULL
"100980446";"3";"2";"Planta 2ª exterior";"Y";"N";"N";"Y";"N";"Y";"N";"N";"875";"N";"Y";"Avenida de los Condes de Soto Ameno";"Barrio Santo Domingo";"Distrito San Blas-Pau";"100";" 97"
"100980765";"2";"1";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"850";"Y";"Y";"Calle Pintor Agrasot";"Barrio Centro Tradicional";"Distrito Centro";"55";" 49"
"100980777";"4";"2";"Planta 1ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"985";"N";"Y";"Calle Arquitecto Morell";"Barrio Ensanche-Diputación";"Distrito Centro";"120";" 119"
"100981970";"3";"2";"Planta 4ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"1350";"Y";"Y";"Avenida Oviedo";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"95";" 85"
"100982185";"4";"2";"Planta 1ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"985";"N";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"120";" 90"
"100984227";"3";"1";"Planta 5ª exterior";"Y";"N";"Y";"N";"Y";"N";"N";"N";"850";"N";"Y";"Plaza General Mancha";"Barrio Ensanche-Diputación";"Distrito Centro";"98";" 90"
"100988049";"3";"2";"Planta 4ª exterior";"Y";"N";"Y";"N";"N";"Y";"N";"N";"1200";"N";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"111";" 100"
"100991044";"2";"1";"Planta 2ª interior";"Y";"N";"N";"N";"Y";"Y";"N";"Y";"1350";"Y";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"80";" 70"
"100991080";"1";"1";"Planta 1ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"600";"Y";"Y";NULL;"Barrio Ciudad de Asís";"Distrito Benalúa-La Florida-Babel-San Gabriel";"70";" 65"
"100995380";"4";"2";"Planta 1ª exterior";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"985";"N";"Y";"Calle Churruca";"Barrio Ensanche-Diputación";"Distrito Centro";"120";" 90"
"100996036";"2";"2";"Entreplanta exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1150";"Y";"Y";"Calle del Capitán Segarra";"Barrio Mercado";"Distrito Centro";"90";NULL
"100997340";"4";"4";"None";"N";"Y";"N";"Y";"Y";"Y";"Y";"N";"1900";"N";"Y";NULL;"Barrio Vistahermosa";"Distrito Parque Avenidas-Vistahermosa";"280";" 250"
"101000057";"1";"1";"Planta 8ª exterior";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"1000";"Y";"Y";"Avenida Villajoyosa";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"60";NULL
"101001450";"4";"2";"Planta 6ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"2000";"N";"Y";"Plaza de los Luceros, 6";"Barrio Ensanche-Diputación";"Distrito Centro";"180";" 150"
"101004634";"2";"1";"Planta 5ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1499";"Y";"Y";"Calle Castaños, 22";"Barrio Centro Tradicional";"Distrito Centro";"70";NULL
"101005193";"3";"1";"Planta 2ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"1500";"N";"N";NULL;"Barrio Plà del Bon Repòs-La Goteta";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"77";NULL
"101005528";"2";"1";"Bajo exterior";"Y";"N";"N";"Y";"Y";"N";"Y";"N";"800";"Y";"Y";"Avenida de Holanda";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"95";NULL
"101005917";"2";"2";"Planta 7ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"Y";"900";"Y";"Y";NULL;"Barrio Mercado";"Distrito Centro";"100";" 90"
"101007143";"2";"2";"Planta 6ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1150";"N";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"65";" 62"
"101007527";"0";"1";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1100";"Y";"Y";"Calle Gerona";"Barrio Centro Tradicional";"Distrito Centro";"51";" 50"
"101008115";"4";"2";"Planta 2ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1000";"N";"Y";NULL;"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"121";NULL
"101008520";"4";"2";"Planta 1ª exterior";"Y";"N";"Y";"N";"Y";"N";"N";"N";"985";"N";"Y";"Calle Churruca";"Barrio Ensanche-Diputación";"Distrito Centro";"120";" 90"
"101010509";"1";"1";"None";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"1400";"N";"N";NULL;"Barrio El Palmeral-Urbanova-Tabarca";"Distrito Benalúa-La Florida-Babel-San Gabriel";"60";NULL
"101013468";"3";"2";"Planta 2ª exterior";"Y";"N";"N";"Y";"Y";"Y";"N";"N";"900";"Y";"Y";NULL;"Barrio Santo Domingo";"Distrito San Blas-Pau";"93";" 85"
"101013980";"2";"1";"Planta 2ª interior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1495";"Y";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"105";" 100"
"101015493";"2";"2";"Planta 7ª exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"900";"Y";"Y";"Calle General Marvá., 27";"Barrio Ensanche-Diputación";"Distrito Centro";"100";NULL
"101020595";"2";"1";"Planta 10ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"800";"Y";"Y";NULL;"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"100";" 80"
"101029412";"4";"2";"Planta 5ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"1030";"N";"N";"Avenida de Ramón y Cajal";"Barrio Ensanche-Diputación";"Distrito Centro";"148";NULL
"101033658";"3";"1";"Planta 2ª exterior";"N";"N";"Y";"N";"N";"Y";"N";"N";"750";"N";"Y";NULL;"Barrio La Florida";"Distrito Benalúa-La Florida-Babel-San Gabriel";"95";" 90"
"101038232";"0";"1";"Planta 1ª exterior";"N";"Y";"N";"N";"N";"N";"N";"N";"600";"Y";"Y";"C. Eduardo Langucha";"Barrio Ciudad de Asís";"Distrito Benalúa-La Florida-Babel-San Gabriel";"75";" 70"
"101039647";"4";"2";"Planta 2ª exterior";"Y";"N";"N";"N";"N";"Y";"N";"N";"900";"Y";"Y";"Avenida del Padre Espla";"Barrio Plà del Bon Repòs-La Goteta";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"139";" 125"
"101039973";"2";"1";"Planta 2ª exterior";"N";"N";"Y";"N";"Y";"Y";"N";"N";"980";"Y";"Y";NULL;"Barrio Mercado";"Distrito Centro";"70";NULL
"101040737";"2";"1";"Planta 3ª exterior";"N";"Y";"Y";"N";"N";"Y";"N";"N";"1000";"Y";"Y";"Calle Felipe Herrero Arias, 6";"Barrio Plà del Bon Repòs-La Goteta";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"70";NULL
"101042108";"3";"2";"Planta 7ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1300";"Y";"Y";"Pablo Iglesias, 25";"Barrio Mercado";"Distrito Centro";"144";" 120"
"101042141";"4";"2";"Planta 1ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1650";"Y";"Y";"Calle Orense";"Barrio Ensanche-Diputación";"Distrito Centro";"140";" 130"
"101042406";"2";"1";"Planta 2ª interior";"Y";"N";"N";"N";"Y";"N";"N";"N";"1495";"Y";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"95";" 80"
"101044682";"2";"2";"Planta 3ª exterior";"N";"N";"Y";"N";"Y";"Y";"N";"N";"1900";"Y";"Y";"Calle Rafael Altamira, 4";"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"132";" 106"
"101045805";"3";"2";"Planta 2ª exterior";"Y";"N";"N";"Y";"Y";"N";"N";"N";"900";"Y";"Y";NULL;"Barrio Santo Domingo";"Distrito San Blas-Pau";"111";" 110"
"101046772";"4";"4";"None";"N";"Y";"N";"Y";"Y";"Y";"N";"N";"2200";"Y";"Y";"Calle Océano, 28";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"324";" 270"
"101047665";"6";"5";"None";"N";"Y";"N";"Y";"N";"Y";"Y";"N";"6000";"Y";"Y";NULL;"Barrio Alicante Golf";"Distrito Playa de San Juan-El Cabo";"750";NULL
"101047714";"0";"1";"Planta 10ª exterior";"Y";"N";"N";"N";"N";"N";"Y";"N";"1200";"Y";"Y";"Calle Músico Vicente Spiteri, 19";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"42";" 40"
"101047735";"3";"2";"Planta 5ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"N";"N";"2150";"Y";"Y";"Italia, 7";"Barrio Ensanche-Diputación";"Distrito Centro";"160";" 85"
"101048189";"2";"2";"Planta 9ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"950";"N";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"110";NULL
"101048291";"3";"2";"Planta 3ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"1500";"Y";"Y";NULL;"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"128";NULL
"101048895";"2";"2";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1900";"Y";"Y";"Av. Costa Blanca";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"97";" 80"
"101050598";"2";"2";"Planta 7ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"900";"Y";"Y";"Calle Médico Andrés Boldó";"Barrio Paus";"Distrito San Blas-Pau";"89";NULL
"101050634";"2";"1";"Planta 4ª exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"1250";"N";"N";"Avenida de Niza, 12";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"70";NULL
"101051021";"3";"2";"Planta 5ª exterior";"Y";"Y";"Y";"N";"N";"Y";"N";"N";"950";"Y";"Y";"Aaiun, 13";"Barrio Altozano";"Distrito Campoamor-Carolinas-Altozano";"90";" 80"
"101051252";"2";"2";"Planta 2ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1500";"Y";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"130";" 100"
"101051269";"4";"3";"None";"N";"Y";"Y";"Y";"Y";"Y";"Y";"N";"2400";"N";"N";"Calle del Sargo";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"245";" 220"
"101053637";"3";"3";"Planta 8ª exterior";"Y";"N";"N";"Y";"Y";"Y";"N";"N";"2300";"Y";"Y";"Plaza de los Luceros";"Barrio Mercado";"Distrito Centro";"192";" 180"
"101053638";"3";"2";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"2000";"Y";"Y";"Avenida del Doctor Gadea";"Barrio Ensanche-Diputación";"Distrito Centro";"180";" 178"
"101053815";"2";"2";"Bajo exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1500";"Y";"Y";"Avenida Pintor Fernando Soria, 12";"Barrio Alicante Golf";"Distrito Playa de San Juan-El Cabo";"114";" 113"
"101056655";"3";"1";"Planta 1ª exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"750";"N";"N";"Calle Fiscal Miguel Gutiérrez Carbonell";"Barrio Plà del Bon Repòs-La Goteta";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"67";NULL
"101059317";"2";"2";"Planta 5ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"N";"1600";"N";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"100";" 82"
"101061764";"1";"1";"Bajo exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"900";"Y";"Y";"Avenida Historiador Vicente Ramos, 9";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"80";NULL
"101062694";"4";"1";"Planta 2ª exterior";"N";"N";"Y";"N";"Y";"Y";"N";"N";"1350";"Y";"Y";"Calle Poeta Quintana";"Barrio Mercado";"Distrito Centro";"94";" 92"
"101062871";"4";"2";"Bajo exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"N";"1100";"Y";"Y";NULL;"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"110";" 100"
"101062884";"3";"2";"Planta 4ª exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"1200";"Y";"Y";"Avenida Santander, 28";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"100";NULL
"101063899";"2";"2";"Planta 3ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"1200";"N";"N";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"130";NULL
"101064273";"3";"2";"Planta 1ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1650";"Y";"Y";"Calle Orense, 8";"Barrio Ensanche-Diputación";"Distrito Centro";"125";" 120"
"101064404";"3";"2";"Planta 1ª exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"N";"875";"N";"N";NULL;"Barrio Babel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"145";" 130"
"101064668";"3";"2";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"2000";"N";"Y";"Calle San Fernando, 49";"Barrio Centro Tradicional";"Distrito Centro";"171";" 162"
"101066192";"2";"2";"None";"N";"Y";"N";"Y";"Y";"Y";"N";"N";"1200";"N";"Y";"cronos, 22";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"79";" 78"
"101066835";"3";"2";"Planta 5ª exterior";"Y";"N";"N";"Y";"N";"Y";"Y";"Y";"1500";"Y";"Y";"Maestro José Garberí Serrano";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"103";NULL
"101067181";"3";"2";"Planta 1ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"1200";"N";"N";"Calle General O'Donnell, 11";"Barrio Ensanche-Diputación";"Distrito Centro";"160";" 130"
"101067726";"2";"1";"None";"Y";"N";"Y";"Y";"Y";"Y";"Y";"N";"1400";"N";"N";"Maestro José Garberí Serrano";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"70";" 65"
"101067971";"4";"2";"Planta 4ª exterior";"N";"Y";"N";"N";"Y";"Y";"N";"N";"1350";"Y";"Y";NULL;"Barrio Carolinas Altas";"Distrito Campoamor-Carolinas-Altozano";"140";" 130"
"101068024";"3";"2";"Planta 3ª interior";"Y";"Y";"Y";"N";"Y";"N";"Y";"Y";"1500";"Y";"Y";NULL;"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"100";NULL
"101068248";"4";"2";"Planta 1ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1200";"Y";"Y";"Avenida General Marvá, 23";"Barrio Ensanche-Diputación";"Distrito Centro";"160";" 130"
"101070946";"3";"3";"Planta 2ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"1600";"N";"N";"Calle Tomás López Torregrosa";"Barrio Centro Tradicional";"Distrito Centro";"160";NULL
"101075854";"4";"4";"None";"N";"Y";"N";"Y";"N";"Y";"Y";"N";"2200";"N";"N";NULL;"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"320";NULL
"101076967";"4";"2";"Bajo";"N";"Y";"Y";"N";"Y";"Y";"N";"N";"1350";"Y";"Y";"Calle Doctor Buades";"Barrio Carolinas Altas";"Distrito Campoamor-Carolinas-Altozano";"150";NULL
"101079641";"3";"1";"Planta 10ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"950";"Y";"Y";"Avenida Costablanca";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"85";" 75"
"101080723";"2";"2";"Planta 2ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1300";"Y";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"85";NULL
"101080892";"3";"2";"Planta 9ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"1150";"N";"Y";"Avenida Médico Ricardo Ferre s/n";"Barrio Paus";"Distrito San Blas-Pau";"110";" 95"
"101083771";"0";"1";"Planta 1ª exterior";"N";"N";"N";"Y";"N";"N";"N";"N";"850";"Y";"Y";"Calle Santa Felicitas, 1";"Barrio Santo Domingo";"Distrito San Blas-Pau";"45";NULL
"101084841";"3";"1";"Planta 4ª exterior";"N";"Y";"N";"N";"N";"Y";"N";"N";"850";"Y";"Y";NULL;"Barrio Carolinas Altas";"Distrito Campoamor-Carolinas-Altozano";"99";" 98"
"101085239";"3";"2";"Planta 3ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"950";"Y";"Y";NULL;"Barrio Alipark";"Distrito Benalúa-La Florida-Babel-San Gabriel";"157";" 100"
"101088592";"2";"1";"Planta 2ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1100";"Y";"Y";"Cienfuegos, 7";"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"75";NULL
"101089272";"3";"2";"None";"N";"N";"N";"N";"N";"N";"N";"N";"720";"N";"N";"Calle Ciudad de Bari";"Barrio Benisaudet";"Distrito Campoamor-Carolinas-Altozano";"110";NULL
"101092169";"1";"1";"Bajo exterior";"N";"N";"N";"Y";"N";"Y";"Y";"N";"800";"Y";"Y";NULL;"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"28";" 26"
"101094862";"3";"1";"Planta 2ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"850";"N";"Y";"Avenida de Jijona";"Barrio Carolinas Bajas";"Distrito Campoamor-Carolinas-Altozano";"75";" 72"
"101095412";"2";"1";"Planta 8ª exterior";"Y";"Y";"N";"N";"Y";"N";"N";"N";"1200";"Y";"Y";NULL;"Barrio Vistahermosa";"Distrito Parque Avenidas-Vistahermosa";"90";" 80"
"101095464";"3";"2";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"740";"N";"Y";"Calle Jaime Segarra";"Barrio Carolinas Altas";"Distrito Campoamor-Carolinas-Altozano";"97";NULL
"101097842";"3";"2";"Planta 7ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"N";"1400";"N";"N";NULL;"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"135";NULL
"101098782";"2";"1";"Planta 5ª interior";"N";"Y";"N";"N";"N";"Y";"N";"N";"800";"Y";"Y";NULL;"Barrio Los Ángeles";"Distrito Los Ángeles-Tómbola-San Nicolás";"70";NULL
"101100347";"3";"1";"Planta 7ª exterior";"Y";"Y";"N";"Y";"N";"N";"N";"N";"1300";"Y";"Y";NULL;"Barrio El Palmeral-Urbanova-Tabarca";"Distrito Benalúa-La Florida-Babel-San Gabriel";"100";" 95"
"101101882";"4";"2";"Planta 3ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"N";"N";"1200";"Y";"Y";"Av. Salamanca";"Barrio Santo Domingo";"Distrito San Blas-Pau";"147";NULL
"101103114";"1";"1";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1350";"Y";"Y";"Plaza Gabriel Miró, 1";"Barrio Centro Tradicional";"Distrito Centro";"68";" 65"
"101103445";"3";"1";"Planta 2ª exterior";"N";"Y";"N";"N";"N";"N";"N";"N";"680";"N";"N";"Calle Santa Maria Mazzarelo";"Barrio Benalúa";"Distrito Benalúa-La Florida-Babel-San Gabriel";"67";NULL
"101108187";"0";"1";"Planta 1ª exterior";"Y";"N";"N";"N";"N";"Y";"N";"N";"800";"Y";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"30";" 25"
"101108831";"0";"1";"Bajo exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"800";"Y";"Y";NULL;"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"35";" 30"
"101110043";"2";"2";"Planta 5ª exterior";"Y";"N";"Y";"Y";"Y";"Y";"Y";"Y";"900";"Y";"Y";"Avenida Pintor Xavier Soler, 1";"Barrio Garbinet-Parque de las Avenidas";"Distrito Parque Avenidas-Vistahermosa";"80";" 75"
"101110246";"2";"1";"Planta 2ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1000";"Y";"Y";"Avenida Bruselas";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"80";" 70"
"101110314";"2";"1";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"900";"N";"Y";"Avenida Alfonso El Sabio, 24";"Barrio Mercado";"Distrito Centro";"70";" 60"
"101110340";"1";"1";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1000";"N";"Y";"Avenida Alfonso El Sabio, 24";"Barrio Mercado";"Distrito Centro";"69";" 59"
"101112919";"2";"2";"Planta 8ª exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"1290";"Y";"Y";"COSTABLANCA";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"80";" 75"
"101113022";"4";"1";"Planta 2ª";"N";"N";"N";"N";"N";"N";"N";"N";"650";"N";"N";NULL;"Barrio Colonia Requena-Virgen del Carmen";"Distrito Virgen del Remedio-Juan XXIII";"86";" 75"
"101113353";"2";"1";"Planta 4ª";"Y";"N";"N";"N";"Y";"Y";"N";"N";"925";"N";"N";NULL;"Barrio Centro Tradicional";"Distrito Centro";"70";NULL
"101113686";"2";"2";"Planta 9ª exterior";"Y";"Y";"N";"N";"N";"Y";"N";"N";"950";"N";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"99";" 80"
"101114046";"0";"1";"Bajo exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"600";"Y";"Y";"Avenida de Villajoyosa";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"35";" 30"
"101117708";"2";"2";"Planta 6ª exterior";"Y";"Y";"N";"Y";"N";"Y";"N";"N";"1900";"Y";"Y";NULL;"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"85";NULL
"101117895";"3";"2";"Planta 7ª exterior";"Y";"N";"Y";"Y";"Y";"Y";"N";"N";"1200";"Y";"Y";"hermanos machado, 12";"Barrio Babel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"90";NULL
"101118765";"3";"2";"Planta 2ª exterior";"N";"N";"N";"Y";"Y";"N";"N";"N";"1500";"Y";"Y";"Calle de San Carlos";"Barrio Carolinas Bajas";"Distrito Campoamor-Carolinas-Altozano";"98";NULL
"101123678";"3";"1";"Planta 3ª interior";"N";"N";"N";"N";"N";"Y";"N";"N";"900";"Y";"Y";"Padre Espla";"Barrio Plà del Bon Repòs-La Goteta";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"85";" 82"
"101128997";"2";"2";"Planta 1ª exterior";"Y";"N";"N";"N";"N";"Y";"N";"N";"1200";"Y";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"135";" 130"
"101129510";"2";"1";"Bajo exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"1200";"Y";"Y";"Calle de las Redes, 15";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"80";" 70"
"101130718";"1";"1";"Planta 5ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1200";"Y";"Y";"Calle Bazán";"Barrio Centro Tradicional";"Distrito Centro";"35";" 32"
"101132157";"3";"3";"Planta 7ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"1400";"Y";"Y";"Rambla de Méndez Núñez";"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"200";" 185"
"101132954";"3";"1";"Planta 5ª exterior";"Y";"N";"N";"Y";"Y";"N";"N";"N";"850";"N";"Y";"Avenida Catedratico Soler, 43";"Barrio Benalúa";"Distrito Benalúa-La Florida-Babel-San Gabriel";"130";" 110"
"101133159";"4";"1";"Planta 1ª exterior";"N";"N";"Y";"N";"Y";"N";"N";"N";"650";"N";"Y";"Calle Catral";"Barrio La Florida";"Distrito Benalúa-La Florida-Babel-San Gabriel";"98";" 90"
"101133289";"2";"2";"Planta 6ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1500";"Y";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"90";NULL
"101133370";"3";"1";"Planta 5ª exterior";"Y";"N";"N";"Y";"Y";"Y";"N";"N";"850";"N";"Y";NULL;"Barrio Benalúa";"Distrito Benalúa-La Florida-Babel-San Gabriel";"130";" 110"
"101133958";"3";"1";"Planta 3ª interior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"800";"Y";"Y";"Calle Cerdà";"Barrio Los Ángeles";"Distrito Los Ángeles-Tómbola-San Nicolás";"85";" 80"
"101134003";"3";"1";"Planta 5ª exterior";"Y";"N";"N";"Y";"N";"N";"N";"N";"850";"N";"Y";NULL;"Barrio Benalúa";"Distrito Benalúa-La Florida-Babel-San Gabriel";"130";" 110"
"101134218";"2";"1";"Planta 4ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"850";"Y";"Y";NULL;"Barrio Altozano";"Distrito Campoamor-Carolinas-Altozano";"93";" 70"
"101137212";"4";"2";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1400";"N";"Y";"Calle Paris, 2";"Barrio Ensanche-Diputación";"Distrito Centro";"155";" 135"
"101139389";"4";"3";"None";"N";"N";"N";"Y";"Y";"Y";"Y";"N";"1500";"Y";"Y";"Avenida de la Costa Blanca, 23";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"180";" 150"
"101141544";"2";"2";"Planta 1ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"800";"Y";"Y";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"60";" 55"
"101142906";"3";"2";"Bajo exterior";"Y";"N";"N";"N";"N";"Y";"N";"N";"700";"N";"Y";"Calle Angelina Bendito";"Barrio Babel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"150";NULL
