"idealista_id";"bedrooms";"bathrooms";"floor";"elevator";"terrace";"balcony";"garaje";"built_in_wardrobe";"air_conditioning";"swimming_pool";"green_zone";"price";"furnished";"equiped_kitchen";"street";"neighborhood";"district";"m2_builded";"m2_habitable"
"100422279";"3";"2";"Planta 1ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"3000";"Y";"Y";"Avenida San Sebastián";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"120";" 110"
"100423175";"2";"1";"Planta 2ª exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"1190";"Y";"Y";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"80";" 75"
"100424377";"3";"2";"Planta 3ª exterior";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"1200";"N";"Y";NULL;"Barrio Mercado";"Distrito Centro";"84";" 80"
"100443614";"3";"2";"Planta 1ª interior";"N";"N";"N";"N";"Y";"Y";"N";"N";"900";"Y";"Y";"Plaza de Castelló";"Barrio Carolinas Bajas";"Distrito Campoamor-Carolinas-Altozano";"100";" 98"
"100452594";"3";"1";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"690";"N";"Y";"Avenida Conde de Lumiares";"Barrio Campoamor";"Distrito Campoamor-Carolinas-Altozano";"70";NULL
"100454747";"2";"1";"Planta 1ª interior";"Y";"N";"N";"N";"N";"N";"N";"Y";"900";"Y";"Y";"Calle Maestro Luis Torregrosa, 5";"Barrio Plà del Bon Repòs-La Goteta";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"65";" 60"
"100458057";"2";"1";"Planta 2ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1200";"N";"N";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"75";NULL
"100460282";"2";"1";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"850";"Y";"Y";"Avenida de Dénia";"Barrio Raval Roig-Virgen del Socorro";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"84";" 76"
"100461241";"2";"2";"Planta 5ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"2300";"Y";"Y";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"97";NULL
"100473845";"6";"5";"None";"N";"Y";"Y";"Y";"Y";"Y";"Y";"N";"6000";"Y";"Y";NULL;"Barrio Alicante Golf";"Distrito Playa de San Juan-El Cabo";"500";NULL
"100489636";"3";"2";"Planta 3ª exterior";"Y";"Y";"N";"N";"N";"N";"N";"N";"1000";"Y";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"90";" 85"
"100493651";"4";"2";"Planta 1ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"1500";"N";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"140";NULL
"100498595";"2";"1";"Planta 7ª exterior";"Y";"N";"N";"Y";"Y";"N";"Y";"Y";"800";"Y";"Y";"Avenida Holanda, 5";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"95";NULL
"100508746";"2";"2";"Planta 6ª exterior";"Y";"Y";"N";"N";"Y";"Y";"Y";"Y";"2000";"Y";"Y";"Calle la Doblada, 7";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"100";NULL
"100519051";"3";"2";"Planta 3ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"750";"N";"Y";NULL;"Barrio Campoamor";"Distrito Campoamor-Carolinas-Altozano";"106";" 95"
"100525424";"4";"3";"Planta 10ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"2000";"N";"Y";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"168";NULL
"100530095";"2";"1";"Planta 7ª exterior";"Y";"N";"N";"Y";"Y";"N";"Y";"Y";"800";"N";"Y";"Avenida de Holanda";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"95";" 90"
"100541648";"2";"2";"Planta 6ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"2000";"Y";"Y";"Avenida de Loring";"Barrio Ensanche-Diputación";"Distrito Centro";"130";" 100"
"100547857";"2";"2";"Planta 2ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1050";"Y";"Y";"Glorieta Reino Unido, 6";"Barrio El Palmeral-Urbanova-Tabarca";"Distrito Benalúa-La Florida-Babel-San Gabriel";"78";NULL
"100548276";"3";"2";"Planta 6ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"2000";"Y";"Y";"Avenida de Loring";"Barrio Ensanche-Diputación";"Distrito Centro";"130";NULL
"100549530";"2";"2";"Planta 2ª exterior";"Y";"Y";"N";"N";"N";"N";"Y";"N";"1000";"N";"N";"Calle Catedratic Abelardo Rigual, 9";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"87";" 80"
"100557407";"3";"2";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"2000";"N";"Y";"Calle Alemania";"Barrio Ensanche-Diputación";"Distrito Centro";"113";" 101"
"100557965";"4";"2";"Planta 4ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"2550";"Y";"Y";"Plaza Portal de Elche, 4";"Barrio Centro Tradicional";"Distrito Centro";"195";" 160"
"100568357";"3";"2";"Planta 3ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"1300";"Y";"Y";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"165";" 137"
"100570274";"4";"2";"Planta 4ª exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"990";"Y";"Y";NULL;"Barrio Colonia Requena-Virgen del Carmen";"Distrito Virgen del Remedio-Juan XXIII";"137";" 135"
"100571134";"2";"1";"Planta 3ª";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1200";"N";"N";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"85";NULL
"100580041";"4";"3";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"2600";"Y";"Y";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"223";NULL
"100581273";"3";"2";"Planta 6ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1900";"Y";"Y";"Avenida del Doctor Gadea, 24";"Barrio Centro Tradicional";"Distrito Centro";"165";" 155"
"100585257";"3";"2";"Planta 1ª exterior";"N";"N";"N";"N";"N";"Y";"N";"N";"650";"Y";"Y";"Calle Francisco Verdú, 44";"Barrio Altozano";"Distrito Campoamor-Carolinas-Altozano";"79";NULL
"100594226";"4";"2";"Bajo exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"2000";"Y";"Y";"Calle Girona";"Barrio Centro Tradicional";"Distrito Centro";"133";NULL
"100600775";"2";"2";"Planta 3ª exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"700";"Y";"Y";"Historiador Vicente Ramos";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"88";" 78"
"100601712";"3";"2";"Planta 2ª exterior";"Y";"N";"N";"Y";"Y";"N";"N";"N";"670";"N";"N";"Paseo Ermita";"Barrio Villafranqueza";"Distrito Villafranqueza-Santa Faz-Monegre";"80";NULL
"100612515";"2";"2";"Planta 3ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"700";"Y";"Y";"Calle Maruja Pastor";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"88";" 80"
"100616474";"4";"3";"Planta 1ª exterior";"Y";"N";"Y";"Y";"N";"Y";"N";"N";"1200";"N";"Y";"Calle Calderón de la Barca";"Barrio Mercado";"Distrito Centro";"171";" 160"
"100626292";"2";"1";"Planta 13ª exterior";"Y";"Y";"Y";"Y";"Y";"N";"N";"N";"1000";"Y";"Y";"Avenida de la Condomina, 7";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"75";" 70"
"100640187";"2";"3";"Planta 3ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"2400";"N";"Y";"Calle Castaños";"Barrio Centro Tradicional";"Distrito Centro";"140";" 120"
"100645961";"3";"1";"Planta 4ª exterior";"N";"N";"Y";"N";"N";"Y";"N";"N";"999";"Y";"Y";"Calle Jaime Segarra, 32";"Barrio Carolinas Bajas";"Distrito Campoamor-Carolinas-Altozano";"95";NULL
"100653028";"7";"1";"Planta 16ª exterior";"Y";"Y";"N";"N";"Y";"N";"N";"N";"1600";"Y";"Y";"caille Captain Amador, 9";"Barrio Campoamor";"Distrito Campoamor-Carolinas-Altozano";"159";" 125"
"100655421";"3";"2";"Planta 3ª exterior";"Y";"N";"N";"N";"N";"Y";"N";"N";"1400";"N";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"140";" 130"
"100660339";"1";"1";"Bajo exterior";"N";"N";"N";"N";"N";"N";"N";"N";"1000";"Y";"Y";"Calle de Santa Leonor";"Barrio Santo Domingo";"Distrito San Blas-Pau";"86";" 75"
"100660750";"2";"1";"Planta 5ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"Y";"700";"Y";"Y";"Urbanizacion Regina Maris";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"50";" 45"
"100666295";"2";"1";"Planta 1ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1400";"Y";"Y";"Maestro José Garberí Serrano, 11";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"70";" 65"
"100671054";"1";"1";"Planta 4ª interior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1200";"Y";"Y";"Maestro José Garberí Serrano, 12";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"58";NULL
"100671610";"1";"1";"Planta 3ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"790";"Y";"Y";NULL;"Barrio San Antón";"Distrito Plà del Bon Repòs-La Goteta-San Antón";"58";" 50"
"100671728";"2";"1";"Planta 10ª exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"1000";"Y";"Y";"Calle Deportista Juan Matos, 10";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"70";" 65"
"100672753";"2";"2";"Bajo exterior";"N";"Y";"N";"N";"N";"Y";"N";"N";"1200";"Y";"Y";"Calle del Capitán Rueda";"Barrio Campoamor";"Distrito Campoamor-Carolinas-Altozano";"110";" 100"
"100680284";"2";"1";"Planta 10ª exterior";"Y";"Y";"N";"N";"Y";"Y";"Y";"N";"1250";"Y";"Y";"Calle Sol Naciente s/n";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"121";NULL
"100703326";"1";"1";"Bajo";"Y";"N";"N";"N";"Y";"N";"N";"N";"1000";"N";"N";NULL;"Barrio Santo Domingo";"Distrito San Blas-Pau";"110";NULL
"100704112";"3";"2";"Planta 6ª exterior";"Y";"N";"Y";"Y";"Y";"N";"Y";"N";"1000";"Y";"Y";NULL;"Barrio Babel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"106";" 98"
"100705791";"1";"1";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1200";"N";"N";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"58";NULL
"100711152";"3";"1";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"950";"Y";"Y";"Calle Portugal";"Barrio Ensanche-Diputación";"Distrito Centro";"102";" 100"
"100711841";"3";"1";"Planta 2ª exterior";"N";"Y";"N";"N";"Y";"Y";"N";"N";"715";"N";"N";"Calle Rigel";"Barrio La Florida";"Distrito Benalúa-La Florida-Babel-San Gabriel";"92";NULL
"100714047";"3";"2";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"N";"N";"Y";"1800";"N";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"127";" 101"
"100714976";"3";"2";"Planta 9ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"3000";"Y";"Y";"Calle del Torero Luis Francisco Esplá, 11";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"127";" 100"
"100718233";"4";"3";"Planta 7ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"N";"N";"1250";"Y";"Y";"Avenida Òscar Espla";"Barrio Benalúa";"Distrito Benalúa-La Florida-Babel-San Gabriel";"210";" 180"
"100720092";"8";"2";"Planta 4ª exterior";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"1850";"N";"N";NULL;"Barrio Ensanche-Diputación";"Distrito Centro";"275";" 220"
"100724679";"2";"1";"Planta 2ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"1500";"Y";"Y";NULL;"Barrio Carolinas Bajas";"Distrito Campoamor-Carolinas-Altozano";"80";NULL
"100730978";"3";"2";"Planta 2ª exterior";"Y";"Y";"N";"N";"Y";"N";"N";"N";"740";"N";"Y";"Calle Capitán Hernández Mira";"Barrio Campoamor";"Distrito Campoamor-Carolinas-Altozano";"105";NULL
"100742353";"1";"1";"Planta 4ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"N";"Y";"1200";"Y";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"75";" 58"
"100748728";"3";"1";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"950";"Y";"Y";"Avenida de Niza";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"86";" 75"
"100750460";"3";"1";"Planta 1ª exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"720";"N";"Y";NULL;"Barrio San Blas";"Distrito San Blas-Pau";"68";NULL
"100752007";"3";"1";"Planta 5ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"550";"Y";"Y";"ZAFIRO, 1";"Barrio Colonia Requena-Virgen del Carmen";"Distrito Virgen del Remedio-Juan XXIII";"80";" 75"
"100761683";"2";"1";"Planta 4ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"N";"N";"1300";"Y";"Y";NULL;"Barrio Alipark";"Distrito Benalúa-La Florida-Babel-San Gabriel";"135";" 85"
"100768072";"3";"2";"Planta 5ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"1150";"Y";"Y";"Avenida Bruselas";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"100";" 90"
"100770618";"2";"2";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1800";"Y";"Y";"Avenida de la Costa Blanca, 151";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"90";" 80"
"100785894";"2";"1";"Planta 4ª exterior";"N";"N";"N";"N";"N";"N";"N";"N";"600";"Y";"Y";"Calle Músico Torres Climent, 1";"Barrio Virgen del Remedio-Parque lo Morant";"Distrito Virgen del Remedio-Juan XXIII";"85";" 82"
"100786715";"4";"2";"Planta 8ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"1400";"Y";"Y";"Calle la Melva, 6";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"160";NULL
"100787363";"3";"2";"Planta 1ª exterior";"Y";"Y";"N";"N";"N";"N";"N";"N";"1000";"N";"N";NULL;"Barrio Mercado";"Distrito Centro";"110";" 95"
"100788558";"3";"2";"Planta 9ª exterior";"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";"3000";"N";"Y";"Calle Sicília";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"150";NULL
"100793908";"4";"2";"Planta 8ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1400";"Y";"Y";"Calle Melva";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"143";NULL
"100797157";"2";"1";"Planta 6ª exterior";"Y";"N";"N";"N";"Y";"N";"N";"N";"950";"Y";"Y";"Calle Portugal";"Barrio Ensanche-Diputación";"Distrito Centro";"95";" 94"
"100797971";"2";"2";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"2000";"Y";"Y";"Maestro José Garberí Serrano";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"90";" 80"
"100799205";"0";"1";"Bajo exterior";"N";"N";"N";"N";"N";"N";"N";"N";"1000";"Y";"Y";NULL;"Barrio Santo Domingo";"Distrito San Blas-Pau";"100";" 90"
"100800729";"3";"2";"Planta 2ª exterior";"Y";"Y";"N";"N";"Y";"N";"N";"N";"1500";"Y";"Y";"Av. de Federico Soto, 11";"Barrio Ensanche-Diputación";"Distrito Centro";"144";" 120"
"100803166";"1";"1";"Bajo exterior";"Y";"N";"N";"N";"N";"N";"N";"N";"1150";"Y";"Y";"Calle Sol Naciente";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"55";" 50"
"100816479";"3";"2";"Planta 9ª exterior";"Y";"N";"Y";"Y";"Y";"N";"N";"N";"950";"N";"N";"Calle de la Nasa";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"106";" 96"
"100823743";"3";"2";"Planta 10ª exterior";"Y";"N";"N";"Y";"Y";"N";"Y";"Y";"900";"Y";"Y";NULL;"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"75";" 70"
"100831990";"3";"2";"Planta 2ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"1350";"N";"N";"Calle Colon";"Barrio Centro Tradicional";"Distrito Centro";"130";" 118"
"100839697";"2";"1";"Planta 2ª exterior";"N";"N";"Y";"N";"Y";"Y";"N";"N";"1300";"Y";"Y";"Calle mayor";"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"120";NULL
"100841431";"2";"2";"Planta 1ª exterior";"Y";"N";"Y";"Y";"Y";"Y";"Y";"N";"2800";"Y";"Y";"Calle la Doblada";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"90";" 75"
"100841930";"2";"2";"Planta 10ª exterior";"Y";"Y";"N";"N";"Y";"Y";"Y";"N";"2500";"Y";"Y";"Urb. Sunset Drive";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"105";NULL
"100852486";"2";"1";"Planta 1ª exterior";"Y";"N";"N";"Y";"Y";"Y";"N";"N";"760";"N";"Y";NULL;"Barrio Los Ángeles";"Distrito Los Ángeles-Tómbola-San Nicolás";"65";" 60"
"100852990";"3";"3";"Planta 3ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"Y";"Y";"1500";"Y";"Y";"Calle Nadadora Carmen Soto, 2";"Barrio Babel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"100";" 90"
"100853118";"2";"1";"Planta 17ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"999";"Y";"Y";"Avenida de Niza, 22";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"90";" 70"
"100853566";"3";"2";"Planta 7ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"N";"3800";"Y";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"85";NULL
"100853567";"2";"2";"None";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"3000";"Y";"Y";NULL;"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"80";NULL
"100863202";"1";"1";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1200";"Y";"Y";"Maestro José Garberí Serrano";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"58";NULL
"100868333";"2";"2";"Planta 5ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"2500";"Y";"Y";"Avenida Santander, 9";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"101";" 98"
"100871950";"3";"2";"Planta 8ª exterior";"Y";"N";"Y";"Y";"Y";"Y";"Y";"Y";"1200";"Y";"Y";"Calle Ramon Gómez Sempere s/n";"Barrio San Gabriel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"100";NULL
"100875467";"3";"1";"Planta 1ª exterior";"N";"Y";"N";"N";"N";"N";"N";"N";"800";"Y";"Y";"Calle de José Reus García, 4";"Barrio Los Ángeles";"Distrito Los Ángeles-Tómbola-San Nicolás";"90";NULL
"100878982";"2";"1";"Planta 3ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"950";"Y";"Y";"Calle reyes católicos, 20";"Barrio Ensanche-Diputación";"Distrito Centro";"95";" 90"
"100879591";"6";"5";"None";"N";"Y";"N";"Y";"Y";"Y";"Y";"N";"6000";"Y";"Y";NULL;"Barrio Alicante Golf";"Distrito Playa de San Juan-El Cabo";"500";NULL
"100882102";"8";"7";"None";"N";"Y";"Y";"Y";"Y";"Y";"Y";"N";"20000";"Y";"Y";"Camino de la Cruz de Piedra a Sant Joan, 20";"Barrio Alicante Golf";"Distrito Playa de San Juan-El Cabo";"1900";NULL
"100883506";"2";"2";"Planta 4ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"1300";"Y";"Y";NULL;"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"121";" 72"
"100884382";"1";"1";"Planta 6ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"N";"N";"1600";"Y";"Y";"Calle Vicente Inglada";"Barrio Mercado";"Distrito Centro";"60";" 55"
"100888094";"0";"1";"Planta 3ª exterior";"Y";"N";"N";"Y";"N";"Y";"N";"N";"750";"Y";"Y";NULL;"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"40";" 35"
"100888934";"2";"1";"Planta 6ª exterior";"Y";"Y";"Y";"Y";"N";"N";"Y";"Y";"1000";"Y";"Y";"Calle Hermanos Álvarez Quintero";"Barrio Garbinet-Parque de las Avenidas";"Distrito Parque Avenidas-Vistahermosa";"80";" 75"
"100893745";"2";"2";"Planta 2ª exterior";"N";"N";"N";"N";"Y";"Y";"N";"N";"1400";"Y";"Y";"Calle Lonja de Caballeros, 2";"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"125";" 88"
"100898840";"0";"1";"Bajo interior";"N";"N";"N";"N";"N";"N";"N";"N";"550";"Y";"Y";"Sol Naciente";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"35";NULL
"100901073";"3";"3";"Planta 3ª exterior";"Y";"Y";"N";"N";"Y";"Y";"Y";"N";"1000";"Y";"Y";"Calle Nadadora Carmen Soto";"Barrio Babel";"Distrito Benalúa-La Florida-Babel-San Gabriel";"100";" 90"
"100905579";"2";"2";"Planta 7ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1500";"Y";"Y";"Avenida Maestro José Garberí Serrano";"Barrio PAU 5";"Distrito Playa de San Juan-El Cabo";"90";NULL
"100905646";"3";"2";"Planta 6ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"N";"1550";"Y";"Y";"Avenida de Cataluña";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"130";" 120"
"100906644";"0";"1";"Bajo interior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"600";"Y";"Y";"Calle Sol Naixent";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"35";" 30"
"100912057";"3";"2";"Planta 4ª exterior";"Y";"N";"N";"N";"Y";"Y";"N";"N";"1250";"Y";"Y";"Avenida Benito Pérez Galdós, 47";"Barrio Ensanche-Diputación";"Distrito Centro";"110";NULL
"100912397";"3";"2";"Planta 2ª exterior";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"850";"Y";"Y";"Avenida Costa Blanca";"Barrio Cabo de las Huertas";"Distrito Playa de San Juan-El Cabo";"110";" 109"
"100913467";"3";"1";"Planta 2ª exterior";"Y";"Y";"N";"Y";"Y";"N";"Y";"Y";"1625";"Y";"Y";"Avenida de Holanda";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"110";" 95"
"100918696";"2";"2";"Planta 6ª exterior";"Y";"N";"Y";"Y";"Y";"Y";"Y";"N";"2000";"N";"N";"Calle Valladolid";"Barrio Garbinet-Parque de las Avenidas";"Distrito Parque Avenidas-Vistahermosa";"70";NULL
"100924150";"2";"2";"Planta 2ª exterior";"Y";"N";"Y";"N";"Y";"N";"N";"N";"1500";"Y";"Y";NULL;"Barrio Centro Tradicional";"Distrito Centro";"123";" 90"
"100924241";"1";"1";"Planta 1ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"900";"Y";"Y";"Glorieta del Reino Unido, 6";"Barrio El Palmeral-Urbanova-Tabarca";"Distrito Benalúa-La Florida-Babel-San Gabriel";"52";NULL
"100924510";"1";"1";"Planta 6ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"N";"N";"1600";"Y";"Y";"Calle Vicente Inglada, 5";"Barrio Mercado";"Distrito Centro";"70";" 60"
"100926880";"3";"2";"Planta 4ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"1200";"Y";"Y";"Avenida Salamanca, 26";"Barrio Ensanche-Diputación";"Distrito Centro";"113";" 110"
"100936168";"2";"1";"Planta 1ª exterior";"N";"N";"N";"N";"N";"Y";"N";"N";"1200";"Y";"Y";"Pablo Iglesias";"Barrio Mercado";"Distrito Centro";"80";NULL
"100936410";"2";"2";"Planta 6ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1350";"N";"N";"Calle Maria Moliner";"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"100";" 90"
"100943237";"7";"3";"Planta 4ª exterior";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"N";"2550";"Y";"Y";NULL;"Barrio Vistahermosa";"Distrito Parque Avenidas-Vistahermosa";"250";NULL
"100948128";"2";"2";"Planta 2ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"2200";"Y";"Y";"Plaza Calvo Sotelo";"Barrio Centro Tradicional";"Distrito Centro";"132";" 120"
"100952483";"4";"4";"None";"N";"Y";"N";"Y";"Y";"Y";"Y";"N";"2800";"N";"Y";"Calle Jardiel Poncela, 1";"Barrio Vistahermosa";"Distrito Parque Avenidas-Vistahermosa";"560";" 500"
"100953572";"1";"1";"Bajo exterior";"N";"N";"N";"N";"N";"N";"N";"N";"550";"N";"Y";"Calle del Catedratico Daniel Jimenez de Cisneros";"Barrio Carolinas Altas";"Distrito Campoamor-Carolinas-Altozano";"55";NULL
"100961883";"3";"3";"Planta 7ª exterior";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"1400";"Y";"Y";NULL;"Barrio Casco Histórico-Santa Cruz";"Distrito Centro";"200";" 180"
"100962574";"3";"2";"Planta 8ª exterior";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"1500";"N";"Y";"Avenida Deportista Miriam Blasco, 16";"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"105";" 95"
"100962697";"2";"1";"Planta 1ª exterior";"Y";"Y";"Y";"N";"Y";"Y";"Y";"Y";"1200";"Y";"Y";NULL;"Barrio Playa de San Juan";"Distrito Playa de San Juan-El Cabo";"70";NULL
"100963752";"2";"2";"Planta 9ª exterior";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"950";"N";"Y";"Calle Profesor Manuel Sala, 5";"Barrio Ensanche-Diputación";"Distrito Centro";"110";" 100"
"100966759";"3";"2";"Planta 9ª exterior";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"1100";"N";"N";NULL;"Barrio La Albufereta";"Distrito Playa de San Juan-El Cabo";"127";" 110"
"100969189";"3";"1";"Planta 5ª exterior";"Y";"Y";"N";"N";"N";"N";"N";"N";"720";"N";"N";NULL;"Barrio Benalúa";"Distrito Benalúa-La Florida-Babel-San Gabriel";"82";" 70"
